time,close,high,low,open,volumefrom,volumeto,weighted_price
1491264000,1141.77,1161.19,1122.15,1147.56,70998.95,81164094.44,1143.1675
1491350400,1129.87,1143.84,1110.06,1141.77,69469.37,78335573.66,1131.385
1491436800,1188.7,1201.55,1130.51,1129.87,92357.58,108182158.2,1162.6575
1491523200,1190.49,1201.23,1173.18,1188.7,59746.57,71184485.98,1188.4
1491609600,1180.78,1198.22,1166.65,1190.49,33180.63,39393003.33,1184.035
1491696000,1204.34,1215.1,1173.99,1180.78,45351.08,54498333.26,1193.5525
1491782400,1206.71,1214.87,1194.81,1204.34,40013.05,48473680.7,1205.1825
1491868800,1220.74,1229.57,1195.76,1206.71,37394.78,45563707.07,1213.195
1491955200,1212.53,1225.46,1207.36,1220.74,44783.23,54699396.14,1216.5225
1492041600,1176.2,1218.66,1150.29,1212.53,66051.93,78456422.62,1189.42
1492128000,1177.33,1195.4,1162.16,1176.2,47217.49,56129576.67,1177.7725
1492214400,1176.99,1194.85,841.53,1177.33,28384.58,33877537.21,1097.675
1492300800,1176.8,1187.97,1166.74,1176.99,18930.29,22538918.55,1177.125
1492387200,1194.01,1202.97,1172.81,1176.8,46483.54,56095607.39,1186.6475
1492473600,1206.09,1213.88,1191.14,1194.01,52747.52,64900219.25,1201.28
1492560000,1215.2,1218.21,1194.08,1206.09,43347.15,53034357.1,1208.395
1492646400,1238.09,1246.64,1210.67,1215.2,55194.86,69223360.98,1227.65
1492732800,1249.64,1256.97,1235.56,1238.09,41344.02,52498296.85,1245.065
1492819200,1240.89,1256.97,1215.78,1249.64,43814.59,55776932.72,1240.82
1492905600,1249.14,1256.23,1223.06,1240.89,42608.01,54224355.75,1242.33
1492992000,1248.18,1256.36,1234.86,1249.14,38542.24,49281629.32,1247.135
1493078400,1264.31,1272.62,1244.21,1248.18,43885.78,56659016.28,1257.33
1493164800,1286.63,1309.2,1263,1264.31,58908.66,77649710.39,1280.785
1493251200,1332.91,1346.79,1285.3,1286.63,61771.48,83319636.4,1312.9075
1493337600,1329.62,1356.15,1287.62,1332.91,77569.41,104536476.7,1326.575
1493424000,1336.28,1343.69,1314.15,1329.62,40969.34,55982468.15,1330.935
1493510400,1351.91,1358.94,1309.66,1336.28,40643.04,55470285.83,1339.1975
1493596800,1415.81,1448.68,1342.78,1351.91,100438.27,144414038.5,1389.795
1493683200,1445.93,1471.14,1394.83,1415.81,70004.82,103342245,1431.9275
1493769600,1485.55,1496.39,1424.05,1445.93,81717.36,122551707.4,1462.98
1493856000,1516.76,1609.84,1437.11,1485.55,136711.3,213084949.6,1512.315
1493942400,1507.77,1588.11,1485.01,1516.76,120379.24,188015772,1524.4125
1494028800,1545.29,1560.42,1503.93,1507.77,59602.01,92747185.54,1529.3525
1494115200,1554.45,1572.89,1495.18,1545.29,71355.58,111708072.4,1541.9525
1494201600,1664.47,1667.67,1552.86,1554.45,107226.89,174687869.2,1609.8625
1494288000,1697.5,1757.39,1619.97,1664.47,127228.68,219169486.2,1684.8325
1494374400,1752.31,1766.18,1664.99,1697.5,89679.81,156203600.1,1720.245
1494460800,1819.29,1864.76,1741.54,1752.31,109009,198829123.4,1794.475
1494547200,1686.39,1822.51,1641.18,1819.29,109341.25,192159874,1742.3425
1494633600,1763.74,1770.5,1594.59,1686.39,75467.87,128390095.8,1703.805
1494720000,1772.55,1802.75,1736.13,1763.74,40635.4,72874378.57,1768.7925
1494806400,1708.92,1776.65,1656.81,1772.55,80241.72,138499150.9,1728.7325
1494892800,1729.34,1752.55,1653.72,1708.92,75541.37,130379207.2,1711.1325
1494979200,1801.3,1842.83,1703.97,1729.34,94618.69,170954154.7,1769.36
1495065600,1880.99,1980.49,1791.12,1801.3,73095.54,135901905.4,1863.475
1495152000,1962,1969.7,1875.28,1880.99,98759.13,191523926.2,1921.9925
1495238400,2040.18,2048.45,1944.4,1962,89862.03,179346919.1,1998.7575
1495324800,2044.19,2094.94,1980.07,2040.18,78775.32,161036810.1,2039.845
1495411200,2124.41,2264.76,1998.61,2044.19,174376.65,373482496,2107.9925
1495497600,2272.58,2286.3,2110.78,2124.41,114179.23,251969081.9,2198.5175
1495584000,2445.28,2496.98,2263.29,2272.58,149254.84,353734030.9,2369.5325
1495670400,2307.22,2781.76,2210.48,2445.28,248438.97,622139031,2436.185
1495756800,2244.89,2616.52,2051.45,2306.96,191494.03,441342711.5,2304.955
1495843200,2052.43,2322.37,1868.56,2244.89,222952.91,446034004,2122.0625
1495929600,2189.02,2300.52,2051.07,2052.43,125004.39,266766116.9,2148.26
1496016000,2278.21,2337.35,2117.34,2189.02,92235.69,204101576.1,2230.48
1496102400,2192.55,2329.26,2147.1,2278.21,120964.11,270069146.9,2236.78
1496188800,2303.34,2330.62,2168.37,2192.55,117749.1,261223036,2248.72
1496275200,2412.65,2460.84,2303.34,2303.34,122696.44,290070431.9,2370.0425
1496361600,2492.6,2493.97,2385.59,2412.65,83028.45,199765372.8,2446.2025
1496448000,2545.43,2582.77,2449.95,2492.6,70956.49,177168595.5,2517.6875
1496534400,2524.06,2559.79,2478.18,2545.43,59478.96,149060810.4,2526.865
1496620800,2704.96,2705.38,2523.92,2524.06,86686.38,225611887.5,2614.58
1496707200,2870.5,2931.24,2699.68,2704.96,192228.25,538772473.8,2801.595
1496793600,2691.51,2880.95,2626.56,2870.5,122676.04,340329903.7,2767.38
1496880000,2798.78,2808.41,2623.61,2691.51,95420.44,260898606.1,2730.5775
1496966400,2811.43,2852.07,2786.07,2798.78,67044.96,189237110.9,2812.0875
1497052800,2900.25,2914.19,2807.36,2811.43,86516.58,246869682.1,2858.3075
1497139200,2973.45,2977.86,2867.25,2900.25,83026.07,241516660.8,2929.7025
1497225600,2656.77,2985.06,2483.63,2973.45,217963.32,585158909.9,2774.7275
1497312000,2712.99,2784.77,2647.44,2656.77,116738.08,314476276.7,2700.4925
1497398400,2467.27,2803.72,2348.99,2712.99,174189.24,448294279.4,2583.2425
1497484800,2442.46,2521.6,2125.56,2467.27,262787.33,606264366,2389.2225
1497571200,2508.58,2536.42,2335.28,2442.46,117206.43,286630757.6,2455.685
1497657600,2655.1,2690.71,2454.81,2508.58,95948.29,246698591.9,2577.3
1497744000,2539.56,2676.04,2488.59,2655.1,92004.22,235239296.3,2589.8225
1497830400,2616.82,2617.75,2518.78,2539.56,81829.22,210372750.9,2573.2275
1497916800,2754.38,2800.48,2613.98,2616.82,111303.55,300034010.6,2696.415
1498003200,2677.62,2804.41,2624.35,2754.38,116033.61,313234721.5,2715.19
1498089600,2722.84,2757.32,2623.17,2677.62,78297.6,210318781,2695.2375
1498176000,2710.37,2759.66,2699.48,2722.84,56938.1,155303414.2,2723.0875
1498262400,2590.05,2741.56,2540.35,2710.37,86964.18,228007287,2645.5825
1498348800,2541.62,2660.66,2472.37,2590.05,86972.43,220679135.8,2566.175
1498435200,2446.05,2584.75,2327.26,2541.62,165825.86,401912134.9,2474.92
1498521600,2583.75,2585.06,2309.63,2446.05,159263.78,381517099.9,2481.1225
1498608000,2577.74,2616.95,2490.11,2583.75,110423.89,279792448.2,2567.1375
1498694400,2558.37,2605.86,2526.51,2577.74,75323.92,191733499.8,2567.12
1498780800,2480.61,2576.28,2469.54,2558.37,73001.6,183878856.3,2521.2
1498867200,2424.61,2529.62,2387.47,2480.61,66319.98,160661673.8,2455.5775
1498953600,2536.46,2555.34,2375.86,2424.61,67757.31,165839565.2,2473.0675
1499040000,2572.47,2617.48,2506.3,2536.46,83418.16,212244951.2,2558.1775
1499126400,2617.32,2658.73,2569.99,2572.47,80675.07,210433639.1,2604.6275
1499212800,2627.86,2642.74,2562.04,2617.32,89719.19,232257106.9,2612.49
1499299200,2614.24,2634.84,2581.8,2627.86,60155.45,156558009.8,2614.685
1499385600,2513.88,2617.48,2484.73,2614.24,90447.94,229168229.2,2557.5825
1499472000,2564.86,2568.73,2480.62,2513.88,54508.76,136973389.5,2532.0225
1499558400,2511.43,2576.73,2509.65,2564.86,39161.96,99506518.51,2540.6675
1499644800,2344.02,2530.34,2271.79,2511.43,123797.54,297270301,2414.395
1499731200,2324.29,2412.75,2265.48,2344.02,146630.2,341998621.1,2336.635
1499817600,2403.09,2424.82,2262.08,2324.29,109522.9,257095280.1,2353.57
1499904000,2362.44,2436.66,2334.96,2403.09,88166.37,208630220.7,2384.2875
1499990400,2234.17,2370.53,2165.36,2362.44,114411.35,257704533.4,2283.125
1500076800,1975.08,2237.13,1974.03,2234.17,155317.39,320719096.8,2105.1025
1500163200,1914.09,2044.41,1808.99,1975.08,189643.47,364287861.7,1935.6425
1500249600,2233.39,2233.83,1913.79,1914.09,176887.53,368366495.4,2073.775
1500336000,2320.23,2400.74,2164.59,2233.39,202621.16,465220151.8,2279.7375
1500422400,2282.58,2412.38,2243.13,2320.23,154319.01,357639189.6,2314.58
1500508800,2866.02,2932.81,2282.11,2282.58,310335.43,807416890.9,2590.88
1500595200,2675.08,2873.96,2622.54,2866.02,193756.93,529154790,2759.4
1500681600,2836.53,2876.71,2658.59,2675.08,121917.95,341992860.2,2761.7275
1500768000,2756.61,2856.67,2675.65,2836.53,108229.76,299869260.3,2781.365
1500854400,2763.42,2798.89,2715.69,2756.61,83009.25,229047365,2758.6525
1500940800,2582.58,2779.08,2472.62,2763.42,205883.15,534765380.8,2649.425
1501027200,2559.21,2631.73,2441.54,2582.58,135502.93,340465234.9,2553.765
1501113600,2691.88,2712.92,2547.74,2559.21,103832.54,269880858,2627.9375
1501200000,2806.75,2843.78,2683.59,2691.88,138904.86,383479795.7,2756.5
1501286400,2733.5,2812.13,2699.42,2806.75,84491.69,230818895,2762.95
1501372800,2766.49,2773.06,2621.68,2733.5,82717.65,222933516.3,2723.6825
1501459200,2883.27,2916.3,2723.05,2766.49,91115.22,254836601.6,2822.2775
1501545600,2746.99,2946.02,2659.62,2883.27,123174.1,341216428.6,2808.975
1501632000,2720.53,2773.8,2668.87,2746.99,81817.6,222534344.6,2727.5475
1501718400,2809.99,2822.88,2717.62,2720.53,68102.9,188517085.9,2767.755
1501804800,2878.49,2892.67,2779.51,2809.99,68760.4,195800289.5,2840.165
1501891200,3262.8,3344.01,2875.91,2878.49,159402.96,503737620.4,3090.3025
1501977600,3232.03,3295.07,3166.52,3262.8,60660.39,196484496.5,3239.105
1502064000,3401.91,3425.13,3198.51,3232.03,88111.88,294021645.2,3314.395
1502150400,3429.38,3494.87,3357.15,3401.91,106940.67,366169429.3,3420.8275
1502236800,3348.79,3437.15,3251.03,3429.38,97062.76,324058681.7,3366.5875
1502323200,3425.67,3453.84,3322.92,3348.79,71000.32,242024460.3,3387.805
1502409600,3654.37,3706.48,3409.79,3425.67,97564.43,345135492.4,3549.0775
1502496000,3871.62,3967.26,3611.36,3654.37,123593.57,469532325.4,3776.1525
1502582400,4062.6,4189.42,3847.31,3871.62,158586.97,638917500.3,3992.7375
1502668800,4327.94,4336.71,3978.95,4062.6,128460,540927757.8,4176.55
1502755200,4161.66,4436.48,3837.13,4327.94,211581.81,872840682.3,4190.8025
1502841600,4387.4,4398.06,3938.62,4161.66,112901.04,472960334.5,4221.435
1502928000,4278.92,4487.5,4194.1,4387.4,127475.88,554232802.5,4336.98
1503014400,4105.37,4362.73,3978.28,4278.92,144398.64,603898315.5,4181.325
1503100800,4150.45,4189.68,3957.46,4105.37,113724.38,462723151.9,4100.74
1503187200,4066.6,4182.29,4034.4,4150.45,70163.05,288193446.2,4108.435
1503273600,4005.1,4097.25,3966.93,4066.6,90644.62,365174045.8,4033.97
1503360000,4089.7,4142.68,3612.21,4005.1,169138.73,659657838.9,3962.4225
1503446400,4141.09,4255.62,4070.49,4089.7,96649.15,402340258.5,4139.225
1503532800,4318.35,4364.11,4111.71,4141.09,72358.36,305373477.8,4233.815
1503619200,4364.41,4461.71,4292.63,4318.35,82901.88,362283253,4359.275
1503705600,4352.3,4379.28,4263.28,4364.41,46159.77,199403922.8,4339.8175
1503792000,4345.75,4408.18,4321.12,4352.3,42516.01,185180843.1,4356.8375
1503878400,4390.31,4403.13,4195.23,4345.75,75486.08,325285703.3,4333.605
1503964800,4597.31,4647.83,4350.22,4390.31,100801.36,455467850.2,4496.4175
1504051200,4583.02,4644.06,4491.79,4597.31,68471.63,313466398.1,4579.045
1504137600,4735.11,4765.07,4580.13,4583.02,72293.57,338981145.1,4665.8325
1504224000,4921.85,4925.23,4690.17,4735.11,102012.79,491140364.6,4818.09
1504310400,4573.8,4976.52,4448.64,4921.85,160770.39,747713818.1,4730.2025
1504396800,4612.92,4719.78,4397.74,4573.8,102823.39,470135795.4,4576.06
1504483200,4267.45,4621.01,4098.58,4612.92,170399.25,737216060.5,4399.99
1504569600,4409.08,4496.67,4004.62,4267.45,158410.81,673846827.7,4294.455
1504656000,4618.71,4660.04,4401.53,4409.08,110931.13,504717245.7,4522.34
1504742400,4635.6,4690.55,4493.2,4618.71,70531.23,324939872.8,4609.515
1504828800,4326.45,4699.59,4130.88,4635.6,180364.02,786819863.5,4448.13
1504915200,4335.13,4402.15,4185.33,4326.45,77087.34,332195251.1,4312.265
1505001600,4245.89,4338.08,4032.15,4335.13,108075.24,451244396.5,4237.8125
1505088000,4217.9,4364.42,4134.62,4245.89,88757.81,375254125.2,4240.7075
1505174400,4158.92,4387.76,4074.97,4217.9,107041.94,453402207.4,4209.8875
1505260800,3870.29,4174.58,3752.01,4158.92,186540.37,728385231.8,3988.95
1505347200,3243.08,3930.69,3218.98,3870.29,317592.57,1118258890,3565.76
1505433600,3713.76,3824.43,2979.88,3243.08,448551.92,1519153953,3440.2875
1505520000,3698.92,3893.67,3551.83,3713.76,169361.61,627559216.2,3714.545
1505606400,3689.61,3796.56,3485.83,3698.92,96068.08,351250484.2,3667.73
1505692800,4100.28,4122.75,3689,3689.61,147927.08,586938661.3,3900.41
1505779200,3907.96,4120.71,3852.22,4100.28,123214.81,488897829.6,3995.2925
1505865600,3882.16,4053.04,3846.76,3907.96,86645.15,342438072.5,3922.48
1505952000,3617.27,3912.79,3576.54,3882.16,145124.78,543570164.1,3747.19
1506038400,3600.83,3753.51,3505.81,3617.27,114717.36,414612501.8,3619.355
1506124800,3788.02,3813.39,3563.18,3600.83,67820.32,253370774.7,3691.355
1506211200,3667.52,3790.89,3633.88,3788.02,49661.76,183852135.7,3720.0775
1506297600,3932.83,3971.5,3665.67,3667.52,100194.7,386674961.7,3809.38
1506384000,3892.7,3982.31,3858.75,3932.83,63252.3,248481868.9,3916.6475
1506470400,4212.2,4232.35,3882.08,3892.7,117596.07,480358673.9,4054.8325
1506556800,4195.65,4274.64,4112.88,4212.2,92228.17,386909537,4198.8425
1506643200,4172.79,4237.51,4030.37,4195.65,97803.91,404599756.3,4159.08
1506729600,4360.62,4383.27,4164.25,4172.79,67493.68,290796940,4270.2325
1506816000,4403.09,4412.62,4258.32,4360.62,60583.85,262485153.9,4358.6625
1506902400,4401.32,4477.38,4364.67,4403.09,71201.48,314621927.6,4411.615
1506988800,4314.18,4435.99,4230.73,4401.32,81867.3,353046057.5,4345.555
1507075200,4218.66,4355.29,4183.57,4314.18,64081.96,272424730.5,4267.925
1507161600,4321.44,4365.76,4143.35,4218.66,63613.2,271914958.4,4262.3025
1507248000,4371.94,4422.15,4296.93,4321.44,61692.93,269878225.7,4353.115
1507334400,4435.81,4472.92,4319.48,4371.94,40202.08,176332039.1,4400.0375
1507420800,4611.7,4622.87,4419.36,4435.81,71366.95,323063950.8,4522.435
1507507200,4777.49,4875.38,4556.15,4611.7,110191.77,518586828.5,4705.18
1507593600,4763.36,4930,4722.81,4777.49,98485,475717720.6,4798.415
1507680000,4824.2,4874.89,4718.6,4763.36,70482.75,338533507.3,4795.2625
1507766400,5432.62,5432.63,4814.98,4824.2,163916.09,848641969.3,5126.1075
1507852800,5637.26,5852.78,5391.97,5432.62,215018.92,1211469141,5578.6575
1507939200,5824.71,5839.62,5568.86,5637.26,76224.35,434406120,5717.6125
1508025600,5688.14,5862.69,5448.22,5824.71,101636.95,571166215.3,5705.94
1508112000,5759.33,5795.33,5576.1,5677.35,61358.95,349154669.3,5702.0275
1508198400,5598.58,5773.32,5521.09,5759.25,65637.43,368658284.4,5663.06
1508284800,5575.83,5601.3,5114.87,5598.58,122020.31,654722509,5472.645
1508371200,5698.65,5737.41,5517.62,5576.71,83056.09,469774559.1,5632.5975
1508457600,5993.11,6075.32,5611.39,5698.62,123860.51,729487923,5844.61
1508544000,6006.65,6187.2,5874.54,5993.11,112943.89,684989667.2,6015.375
1508630400,5982.86,6070.56,5722.98,6006.65,105030.93,618893096.8,5945.7625
1508716800,5903.61,6048.98,5644.22,5982.86,137140.4,801148315.5,5894.9175
1508803200,5513.08,5904.63,5463.41,5903.61,143735.81,811951129.7,5696.1825
1508889600,5734,5747.96,5375.64,5513.08,105839.48,585738379.9,5592.67
1508976000,5887.61,5970.4,5689.92,5734,93675.55,547664553.6,5820.4825
1509062400,5764.56,5997.83,5692.32,5887.62,83933.5,488283724,5835.5825
1509148800,5726.61,5871.04,5654.8,5764.56,53232.17,305611141,5754.2525
1509235200,6147.52,6295.43,5679.37,5726.61,163055.75,966990808.9,5962.2325
1509321600,6124.28,6226.18,6018.97,6147.7,78624.31,481600503,6129.2825
1509408000,6451.24,6467.2,6090.83,6124.28,101249.62,637838767,6283.3875
1509494400,6737.78,6738.74,6355,6449.1,133191.93,869798619.8,6570.155
1509580800,7024.81,7339.91,6737.77,6737.78,238796.19,1663170040,6960.0675
1509667200,7152.12,7445.62,6938.93,7024.81,154886.75,1120978013,7140.37
1509753600,7363.8,7492.24,6957.84,7146.98,106602.67,773371754.9,7240.215
1509840000,7389.55,7599.44,7284.33,7363.8,105727.2,789287755.2,7409.28
1509926400,6959.23,7429.7,6934.73,7389.55,159688.48,1148125489,7178.3025
1510012800,7102.75,7222.37,6957.8,6959.27,101044.57,716798409.1,7060.5475
1510099200,7444.36,7869.1,7026.97,7102.23,220224.38,1632547466,7360.665
1510185600,7129.59,7457.12,7040.83,7444.36,126769.9,915963933.1,7267.975
1510272000,6565.8,7318.97,6406.05,7129.59,222001.18,1513421267,6855.1025
1510358400,6339.86,6821.5,6197.87,6565.8,135719.07,878096915.4,6481.2575
1510444800,5878.13,6490.53,5493.64,6339.87,269832.87,1629165386,6050.5425
1510531200,6522.45,6760.15,5828.34,5878.09,178340.89,1135256036,6247.2575
1510617600,6597.06,6728.59,6419.18,6522.45,96502.09,634604991.5,6566.82
1510704000,7283.22,7330.06,6596.94,6597.06,131120.23,922959468.5,6951.82
1510790400,7853.68,7964.64,7119.17,7283.02,133937.8,1010130763,7555.1275
1510876800,7699.95,8000.19,7534.7,7853.68,117347.03,917599923.2,7772.13
1510963200,7780.91,7857.52,7458.9,7699.95,74382.12,571121111,7699.32
1511049600,8042.64,8100.87,7675.41,7781.02,68618.85,541391321.6,7899.985
1511136000,8244.69,8294.12,7947.28,8042.64,75703.64,617354329,8132.1825
1511222400,8099.97,8368.36,7819.06,8245.87,115454.28,938345413.2,8133.315
1511308800,8234.55,8304.37,8091.63,8099.92,65811.68,539697375.4,8182.6175
1511395200,8013.41,8266.55,8012.35,8234.5,68010.7,555465146.3,8131.7025
1511481600,8200.8,8332.94,7900.17,8013.38,72994.63,595710405.8,8111.8225
1511568000,8754.69,8761.98,8153.7,8203.45,84670.41,718483679.6,8468.455
1511654400,9318.42,9474.62,8746.56,8754.62,85891.98,782499976.7,9073.555
1511740800,9733.2,9733.61,9316.84,9318.42,106902.79,1025175620,9525.5175
1511827200,9906.04,9969.58,9638.2,9732.63,87754.89,865328615.7,9811.6125
1511913600,9837.86,11417.84,8938.7,9906.04,233325.32,2418792361,10025.11
1512000000,9946.76,10689.06,9023.77,9848.05,187008.87,1836210107,9876.91
1512086400,10861.47,10942.8,9420.93,9947.08,131918.85,1353669597,10293.07
1512172800,10912.73,11175.23,10715.55,10861.47,86825.51,950474241.6,10916.245
1512259200,11246.21,11851.09,10578.43,10912.72,122125.7,1380012064,11147.1125
1512345600,11623.91,11624.63,10917.81,11244.2,93173.9,1057859226,11352.6375
1512432000,11667.13,11901.87,11486.13,11624.37,89687.21,1048839304,11669.875
1512518400,13749.57,13843.2,11661.76,11667.13,191576.66,2437037792,12730.415
1512604800,16850.31,16879.26,13401.61,13750.09,297108.66,4510225316,15220.3175
1512691200,16047.61,17294.85,13906.1,16867.98,286762.02,4546014732,16029.135
1512777600,14843.42,16313.18,13151.47,16048.18,181979.81,2699876215,15089.0625
1512864000,15059.6,15783.2,13031,14839.98,201620.09,2904037860,14678.445
1512950400,16732.47,17399.18,15024.56,15060.45,159724.56,2634267595,16054.165
1513036800,17083.9,17560.65,16254.53,16733.29,132846.57,2246138896,16908.0925
1513123200,16286.82,17267.96,15669.86,17083.9,155407.35,2576055942,16577.135
1513209600,16467.91,16941.08,16023.64,16286.82,107918.03,1773813863,16429.8625
1513296000,17604.85,17987.03,16442.2,16467.91,153651.15,2682351214,17125.4975
1513382400,19345.49,19587.7,17318.54,17594.08,112173.97,2078806369,18461.4525
1513468800,19065.71,19870.62,18750.91,19346.6,117408.38,2264650370,19258.46
1513555200,18972.32,19221.1,18114.42,19065.71,139251.39,2597510050,18843.3875
1513641600,17523.7,19021.97,16812.8,18971.19,174543.37,3136709262,18082.415
1513728000,16461.97,17813.6,15642.69,17521.73,227676.13,3791752511,16859.9975
1513814400,15632.12,17301.83,14952.98,16461.09,163735.02,2619295476,16087.005
1513900800,13664.97,15823.72,10875.71,15632.12,466980.6,6245731508,13999.13
1513987200,14396.46,15493.23,13356.07,13664.97,170169.39,2491903154,14227.6825
1514073600,13789.95,14413.72,12166.45,14396.63,182417.29,2428437693,13691.6875
1514160000,13833.49,14467.43,13010.71,13789.95,107475.98,1487888107,13775.395
1514246400,15756.56,16094.67,13748.49,13830.19,143135.26,2198577125,14857.4775
1514332800,15416.64,16514.59,14534.66,15757.02,138705.28,2162831129,15555.7275
1514419200,14398.7,15505.51,13466.07,15416.34,170366.63,2425912718,14696.655
1514505600,14392.57,15109.81,13951.08,14398.45,118874.63,1733583750,14462.9775
1514592000,12531.52,14461.46,11962.09,14392.14,182065.44,2387311023,13336.8025
1514678400,13850.4,14241.82,12359.43,12532.38,111270.55,1492142484,13246.0075
1514764800,13444.88,13921.53,12877.67,13850.49,78425.21,1057521524,13523.6425
1514851200,14754.13,15306.13,12934.16,13444.88,137732.17,1956783037,14109.825
1514937600,15156.62,15435.01,14579.71,14754.09,106543.39,1604206990,14981.3575
1515024000,15180.08,15408.66,14244.67,15156.49,110968.82,1656714737,14997.475
1515110400,16954.78,17126.95,14832.36,15180.08,141960.42,2283988963,16023.5425
1515196800,17172.3,17252.85,16286.57,16954.76,83927.99,1412703791,16916.62
1515283200,16228.16,17184.81,15791.13,17174.5,79006.37,1309532650,16594.65
1515369600,14976.17,16302.92,13902.31,16228.26,142453.96,2166366561,15352.415
1515456000,14468.5,15390.28,14221.55,14976.17,99730.65,1486802326,14764.125
1515542400,14919.49,14919.49,13450.54,14468.09,142303.9,2025083791,14439.4025
1515628800,13308.06,14979.96,12825.95,14920.36,173452.27,2373494122,14008.5825
1515715200,13841.19,14129.08,12851.91,13308.06,102068.02,1402292717,13532.56
1515801600,14243.12,14595.04,13830.28,13841.19,71300.93,1021352776,14127.4075
1515888000,13638.63,14415.67,13031.91,14244.12,81536,1112590573,13832.5825
1515974400,13631.98,14355.82,13416.71,13638.63,84089.84,1170462751,13760.785
1516060800,11282.49,13648.84,10032.69,13634.6,325702.79,3842651741,12149.655
1516147200,11162.7,11736.3,9205.38,11282.49,348631.94,3666978316,10846.7175
1516233600,11175.52,12018.43,10642.33,11162.7,204918.02,2357251805,11249.745
1516320000,11521.76,11780.49,10867.18,11175.52,110885.87,1264875700,11336.2375
1516406400,12783.94,13031.04,11502.11,11521.82,119084.84,1492721765,12209.7275
1516492800,11549.93,12787.35,11101.73,12783.54,130427.64,1552755290,12055.6375
1516579200,10814.52,11913.74,10067.76,11549.98,165723.08,1811992346,11086.5
1516665600,10858.23,11388.52,9980.5,10814.52,158868.59,1710180829,10760.4425
1516752000,11429.02,11531.6,10506.55,10853.78,115804.82,1286435482,11080.2375
1516838400,11175.87,11741.92,10930.34,11428.11,93317.76,1061064251,11319.06
1516924800,11104.2,11656.54,10346.86,11175.87,142350.84,1560135332,11070.8675
1517011200,11459.71,11638.69,10879.2,11104.34,90873.81,1031091634,11270.485
1517097600,11767.74,12064.19,11407.94,11460.39,87917.22,1038153170,11675.065
1517184000,11233.95,11860.29,11089.52,11767.74,80713.7,920836244,11487.875
1517270400,10107.26,11263.7,9871.21,11234.32,164072.93,1720894077,10619.1225
1517356800,10226.86,10377.96,9698.13,10107.4,122260.49,1230902973,10102.5875
1517443200,9114.72,10280.84,8726.95,10226.86,208918.8,1964308989,9587.3425
1517529600,8870.82,9147.93,7786.2,9114.73,322596.22,2768759876,8729.92
1517616000,9251.27,9504.37,8194.68,8872.87,139226.07,1253484523,8955.7975
1517702400,8218.05,9400.99,7889.83,9251.27,164609.06,1413207411,8690.035
1517788800,6937.08,8391.29,6627.31,8218.05,341828.54,2534149181,7543.4325
1517875200,7701.25,7932.38,5968.36,6936.43,495883.24,3397596514,7134.605
1517961600,7592.72,8572.68,7208.86,7701.25,271450.37,2159765331,7768.8775
1518048000,8260.69,8643.94,7590.48,7593.78,193040.33,1594673974,8022.2225
1518134400,8696.83,8743.2,7775.36,8259.26,162279.68,1348072086,8368.6625
1518220800,8569.29,9081.49,8176.25,8696.83,155616.78,1348923336,8630.965
1518307200,8084.61,8573.35,7862.31,8569.32,123293.84,1013771946,8272.3975
1518393600,8911.27,8997.34,8084.41,8084.61,124923.98,1085921871,8519.4075
1518480000,8544.69,8955.15,8379.35,8911.17,98632.88,853320352.7,8697.59
1518566400,9485.64,9508.22,8542.98,8544.69,133702.54,1220863360,9020.3825
1518652800,10033.75,10223.58,9363.38,9485.64,168776.78,1666668488,9776.5875
1518739200,10188.73,10303.14,9720.38,10033.75,105556.67,1061827697,10061.5
1518825600,11097.21,11119.45,10074.07,10188.73,123660.48,1327921168,10619.865
1518912000,10417.23,11288.34,10161.01,11097.21,154431.22,1659704217,10740.9475
1518998400,11182.28,11265.96,10336.32,10418.12,108244.29,1186535654,10800.67
1519084800,11256.43,11802.23,11130.95,11182.28,142449.23,1640343868,11342.9725
1519171200,10481.66,11295.58,10256.21,11256.78,183274.25,1982721125,10822.5575
1519257600,9847.96,10941.57,9757.19,10481.66,175506.26,1795951830,10257.095
1519344000,10175.51,10420.67,9604,9847.96,139373.76,1399448203,10012.035
1519430400,9705.73,10528,9396.54,10175.51,125269.68,1244484469,9951.445
1519516800,9610.11,9873.79,9329.44,9705.73,82430.45,793093192.7,9629.7675
1519603200,10326.5,10457.51,9411.82,9610.11,117416.47,1181729273,9951.485
1519689600,10594.76,10879.38,10154.24,10326.5,99772.39,1060840699,10488.72
1519776000,10334.44,11067.76,10303.14,10594.76,105434.79,1126074676,10575.025
1519862400,10929.37,11090.3,10247.56,10334.44,88432.44,952472120,10650.4175
1519948800,11043.12,11191.94,10801.45,10929.37,77195.49,852908489.6,10991.47
1520035200,11465.36,11530.66,11043.12,11043.12,71279.36,812200126.2,11270.565
1520121600,11504.42,11539.79,11084.01,11465.36,61016.39,690727335.6,11398.395
1520208000,11440.73,11694.15,11431.55,11503.94,68323.51,791471905.1,11517.5925
1520294400,10735.45,11441.65,10589.28,11440.33,109876.55,1210081181,11051.6775
1520380800,9928.56,10913.7,9470.73,10735.45,183060.08,1858869115,10262.11
1520467200,9316.72,10119.21,9086.85,9928.56,154879.22,1492236090,9612.835
1520553600,9252.76,9433.38,8393.45,9316.77,233598.15,2081621423,9099.09
1520640000,8797.27,9518.62,8727.43,9252.76,117409.38,1084925796,9074.02
