Timestamp,High,Low,Open,volumefrom,volumeto,Close,conversionType,conversionSymbol,Date
1586822400,6986.75,6773.97,6859.43,44630.96,307409556.7,6879.44,direct,,4/14/2020
1586908800,6937.49,6614.79,6879.44,49708.81,336722796.8,6629.54,direct,,4/15/2020
1586995200,7207.11,6487.08,6629.54,98809.08,685621725.5,7114.55,direct,,4/16/2020
1587081600,7155.17,7005.79,7114.55,45840.75,324325510.8,7037.12,direct,,4/17/2020
1587168000,7304.35,7028.43,7037.12,35919.74,258251102.9,7264.29,direct,,4/18/2020
1587254400,7276.84,7072.33,7264.29,29493.83,211422409.7,7132.88,direct,,4/19/2020
1587340800,7225.23,6770.07,7132.88,64707,452319849,6842.45,direct,,4/20/2020
1587427200,6948.78,6779.51,6842.45,44531.91,305844254.3,6855.11,direct,,4/21/2020
1587513600,7165.43,6831.44,6855.11,43780.72,308254465.7,7135.41,direct,,4/22/2020
1587600000,7731.56,7041.2,7135.41,81106.87,599195848,7489.25,direct,,4/23/2020
1587686400,7607.28,7408.35,7489.25,51734.5,389027134.5,7509.44,direct,,4/24/2020
1587772800,7708.4,7445.98,7509.44,30165.48,227962632.4,7546.92,direct,,4/25/2020
1587859200,7705.3,7497.88,7546.92,33092.14,251857766.3,7701.35,direct,,4/26/2020
1587945600,7790.33,7639.98,7701.35,48551.15,374439201.8,7787.41,direct,,4/27/2020
1588032000,7791.85,7671.26,7787.41,38507.32,297442241.6,7760.32,direct,,4/28/2020
1588118400,8952.44,7733.02,7760.32,157978.19,1324299206,8784.96,direct,,4/29/2020
1588204800,9460.77,8416.64,8784.96,161267.28,1439132257,8637.56,direct,,4/30/2020
1588291200,9066.47,8631.39,8637.56,70407.63,620133839.7,8829.12,direct,,5/1/2020
1588377600,9013.29,8768.81,8829.12,36139.66,321429140.4,8981.11,direct,,5/2/2020
1588464000,9197.48,8735.78,8981.11,59476.78,534161419.8,8907.19,direct,,5/3/2020
1588550400,8968.9,8537.49,8907.19,64835.52,568639005.2,8881.65,direct,,5/4/2020
1588636800,9119.13,8781.58,8881.65,60185.36,538111122.6,9029.75,direct,,5/5/2020
1588723200,9408.99,8924.06,9029.75,88912.83,818515486.4,9153.2,direct,,5/6/2020
1588809600,10064.33,9042.52,9153.2,125991.41,1213223440,9999.93,direct,,5/7/2020
1588896000,10041.73,9728.64,9999.93,91540.3,907665361.6,9808.18,direct,,5/8/2020
1588982400,9912.22,9525.77,9808.18,59814.44,580103588.2,9541.13,direct,,5/9/2020
1589068800,9556.85,8228.22,9541.13,133597.2,1159765921,8735.05,direct,,5/10/2020
1589155200,9164.84,8228.58,8735.05,144898.27,1259789388,8568.88,direct,,5/11/2020
1589241600,8975.74,8541.95,8568.88,66073.43,580579256.6,8821.18,direct,,5/12/2020
1589328000,9407.67,8807.57,8821.18,68248.72,622255318.6,9317.44,direct,,5/13/2020
1589414400,9937.97,9263.29,9317.44,97176.37,936692997.6,9793.19,direct,,5/14/2020
1589500800,9841.71,9149.13,9793.19,84280.62,798930933.9,9311.69,direct,,5/15/2020
1589587200,9584.9,9224.32,9311.69,37023.76,348262438.6,9387.08,direct,,5/16/2020
1589673600,9885.55,9334.23,9387.08,52271.64,505834872.6,9670.56,direct,,5/17/2020
1589760000,9943.74,9476.37,9670.56,62325.78,606235218.3,9722.73,direct,,5/18/2020
1589846400,9890.69,9471.96,9722.73,60720.68,587660019.8,9780.2,direct,,5/19/2020
1589932800,9832.94,9323.82,9780.2,61892.78,593918718.1,9509.45,direct,,5/20/2020
1590019200,9566.81,8811.54,9509.45,87116.97,798218782,9059.11,direct,,5/21/2020
1590105600,9265.04,8936.82,9059.11,44400.9,405255700.3,9170.74,direct,,5/22/2020
1590192000,9311.34,9101.08,9170.74,23636.66,217819517.4,9186.19,direct,,5/23/2020
1590278400,9307.11,8707.14,9186.19,45736.61,412753415.5,8718.49,direct,,5/24/2020
